Year,Ethnicity,Sex,Cause of Death,Count,Percent
2007,HISPANIC,FEMALE,ATHEROSCLEROSIS,12,0
2007,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
2007,HISPANIC,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,8,0
2007,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,164,4
2007,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,9,0
2007,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,37,1
2007,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,116,3
2007,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,1
2007,HISPANIC,FEMALE,DIABETES MELLITUS,205,5
2007,HISPANIC,FEMALE,DISEASES OF HEART,1418,34
2007,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,78,2
2007,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,109,3
2007,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,190,5
2007,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),25,1
2007,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,969,23
2007,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",45,1
2007,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",8,0
2007,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,48,1
2007,HISPANIC,FEMALE,SEPTICEMIA,49,1
2007,HISPANIC,FEMALE,SHORT GESTATION/LBW,13,0
2007,HISPANIC,FEMALE,VIRAL HEPATITIS,37,1
2007,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,154,3
2007,HISPANIC,MALE,ALZHEIMERS DISEASE,11,0
2007,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,21,0
2007,HISPANIC,MALE,ASSAULT (HOMICIDE),114,2
2007,HISPANIC,MALE,ATHEROSCLEROSIS,11,0
2007,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
2007,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,11,0
2007,HISPANIC,MALE,CEREBROVASCULAR DISEASE,126,3
2007,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,107,2
2007,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,106,2
2007,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",29,1
2007,HISPANIC,MALE,DIABETES MELLITUS,177,4
2007,HISPANIC,MALE,DISEASES OF HEART,1327,29
2007,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,76,2
2007,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,218,5
2007,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,189,4
2007,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),56,1
2007,HISPANIC,MALE,MALIGNANT NEOPLASMS,1013,22
2007,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,56,1
2007,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",39,1
2007,HISPANIC,MALE,PARKINSONS DISEASE,7,0
2007,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,183,4
2007,HISPANIC,MALE,RESPIRATORY DISTRESS OF NEWBORN,7,0
2007,HISPANIC,MALE,SEPTICEMIA,31,1
2007,HISPANIC,MALE,SHORT GESTATION/LBW,13,0
2007,HISPANIC,MALE,VIRAL HEPATITIS,90,2
2007,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,87,1
2007,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,41,1
2007,NON-HISPANIC BLACK,FEMALE,ANEMIAS,18,0
2007,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,25,0
2007,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),41,1
2007,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
2007,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,38,1
2007,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,16,0
2007,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,279,4
2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,33,0
2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,163,2
2007,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",37,0
2007,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,358,5
2007,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2722,36
2007,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,166,2
2007,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,248,3
2007,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,295,4
2007,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),20,0
2007,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1800,24
2007,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",80,1
2007,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",25,0
2007,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,87,1
2007,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,89,1
2007,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,15,0
2007,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,32,0
2007,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,158,2
2007,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,18,0
2007,NON-HISPANIC BLACK,MALE,ANEMIAS,19,0
2007,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,33,0
2007,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),267,4
2007,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,29,0
2007,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,22,0
2007,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,24,0
2007,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,213,3
2007,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,78,1
2007,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,137,2
2007,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33,0
2007,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,246,4
2007,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2121,32
2007,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,137,2
2007,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,377,6
2007,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,230,3
2007,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58,1
2007,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1523,23
2007,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,1
2007,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",58,1
2007,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,13,0
2007,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,163,2
2007,NON-HISPANIC BLACK,MALE,SEPTICEMIA,67,1
2007,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,20,0
2007,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,60,1
2007,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,162,1
2007,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,107,1
2007,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,37,0
2007,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),12,0
2007,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,39,0
2007,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,60,0
2008,HISPANIC,MALE,VIRAL HEPATITIS,106,2
2007,NON-HISPANIC WHITE,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,12,0
2007,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,372,3
2007,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,18,0
2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,54,0
2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,472,3
2007,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",40,0
2007,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,231,2
2007,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,7050,49
2007,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,155,1
2007,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,40,0
2007,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,659,5
2007,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),64,0
2007,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3519,24
2007,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,23,0
2007,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",89,1
2007,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,35,0
2007,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,28,0
2007,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,85,1
2007,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,79,1
2007,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,12,0
2007,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,36,0
2007,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,297,2
2007,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,49,0
2007,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,73,1
2007,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),41,0
2007,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,45,0
2007,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,75,1
2007,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,267,2
2007,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,112,1
2007,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,345,3
2007,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",53,0
2007,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,237,2
2007,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5632,43
2007,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,123,1
2007,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,103,1
2007,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,530,4
2007,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),187,1
2007,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3356,26
2007,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,72,1
2007,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",92,1
2007,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,53,0
2007,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19,0
2007,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,261,2
2007,NON-HISPANIC WHITE,MALE,SEPTICEMIA,62,0
2007,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,19,0
2007,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,83,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,37,3
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,10,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,65,5
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,6,0
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,47,4
2008,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,456,34
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,32,2
2008,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,73,5
2008,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),26,2
2008,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,346,26
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",5,0
2008,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,10,1
2008,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,9,1
2008,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,54,3
2008,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
2008,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),14,1
2008,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,8,0
2008,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,8,0
2008,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,48,3
2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,13,1
2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,46,3
2008,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
2008,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,52,3
2008,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,546,33
2008,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,31,2
2008,ASIAN & PACIFIC ISLANDER,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,7,0
2008,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,90,6
2008,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),30,2
2008,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,477,29
2008,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,5,0
2008,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",14,1
2008,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7,0
2008,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,5,0
2008,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,11,1
2008,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,68,2
2008,HISPANIC,FEMALE,ALZHEIMERS DISEASE,61,1
2008,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,0
2008,HISPANIC,FEMALE,ASSAULT (HOMICIDE),25,1
2008,HISPANIC,FEMALE,ATHEROSCLEROSIS,16,0
2008,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,12,0
2008,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,152,3
2008,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,63,1
2008,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,3
2008,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",36,1
2008,HISPANIC,FEMALE,DIABETES MELLITUS,228,5
2008,HISPANIC,FEMALE,DISEASES OF HEART,1445,32
2008,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,104,2
2008,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,113,3
2008,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,227,5
2008,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),18,0
2008,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1046,23
2008,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",47,1
2008,HISPANIC,FEMALE,PARKINSONS DISEASE,13,0
2008,HISPANIC,FEMALE,PNEUMONITIS DUE TO SOLIDS AND LIQUIDS,8,0
2008,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",9,0
2008,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,43,1
2008,HISPANIC,FEMALE,SEPTICEMIA,34,1
2008,HISPANIC,FEMALE,SHORT GESTATION/LBW,12,0
2008,HISPANIC,FEMALE,VIRAL HEPATITIS,51,1
2008,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,186,4
2008,HISPANIC,MALE,ALZHEIMERS DISEASE,15,0
2008,HISPANIC,MALE,ANEMIAS,8,0
2008,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,13,0
2008,HISPANIC,MALE,ASSAULT (HOMICIDE),119,2
2008,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,9,0
2008,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,13,0
2008,HISPANIC,MALE,CEREBROVASCULAR DISEASE,124,3
2008,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,149,3
2008,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,132,3
2008,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",50,1
2008,HISPANIC,MALE,DIABETES MELLITUS,191,4
2008,HISPANIC,MALE,DISEASES OF HEART,1330,27
2008,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,70,1
2008,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,222,5
2008,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,187,4
2008,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),70,1
2008,HISPANIC,MALE,MALIGNANT NEOPLASMS,1080,22
2008,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,48,1
2008,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",28,1
2008,HISPANIC,MALE,PARKINSONS DISEASE,19,0
2008,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,172,4
2008,HISPANIC,MALE,SEPTICEMIA,37,1
2008,HISPANIC,MALE,SHORT GESTATION/LBW,14,0
2008,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,70,1
2008,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,62,1
2008,NON-HISPANIC BLACK,FEMALE,ANEMIAS,15,0
2008,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),36,0
2008,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
2008,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,26,0
2008,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,22,0
2008,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,267,4
2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,1
2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,191,3
2008,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",38,1
2008,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,380,5
2008,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2725,36
2008,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,192,3
2008,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,227,3
2008,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,318,4
2008,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),20,0
2008,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1756,24
2008,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,14,0
2008,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,1
2008,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER,14,0
2008,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",22,0
2008,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,56,1
2008,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,68,1
2008,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26,0
2008,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,29,0
2008,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,146,2
2008,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,16,0
2008,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,17,0
2008,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),286,4
2008,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,20,0
2008,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,20,0
2008,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,206,3
2008,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,64,1
2008,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,169,3
2008,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",45,1
2008,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,265,4
2008,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2077,32
2008,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,134,2
2008,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,356,5
2008,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,222,3
2008,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),45,1
2008,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1464,22
2008,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,37,1
2008,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",54,1
2008,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,17,0
2008,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,132,2
2008,NON-HISPANIC BLACK,MALE,RESPIRATORY DISTRESS OF NEWBORN,18,0
2008,NON-HISPANIC BLACK,MALE,SEPTICEMIA,49,1
2008,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,22,0
2008,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,62,1
2008,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,193,1
2008,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,151,1
2008,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,26,0
2008,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,54,0
2008,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,65,0
2008,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,379,3
2008,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,20,0
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,61,0
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,518,4
2008,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,0
2008,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,210,1
2008,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6836,48
2008,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,151,1
2008,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,25,0
2008,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,621,4
2008,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),57,0
2008,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3366,24
